abstract_id,abstract,timestamp,placebo_detected,blinding_detected,sample_size_detected,composite_outcome_detected,primary_outcome_events_detected,total_biases,has_any_bias
A0001,"Importance:Fewer than 5% of patients labeled with a penicillin allergy are truly allergic. The standard of care to remove the penicillin allergy label in adults is specialized testing involving prick and intradermal skin testing followed by an oral challenge with penicillin. Skin testing is resource intensive, limits practice to specialist-trained physicians, and restricts the global population who could undergo penicillin allergy delabeling.Objective:To determine whether a direct oral penicillin challenge is noninferior to the standard of care of penicillin skin testing followed by an oral challenge in patients with a low-risk penicillin allergy.Design, setting, and participants:This parallel, 2-arm, noninferiority, open-label, multicenter, international randomized clinical trial occurred in 6 specialized centers, 3 in North America (US and Canada) and 3 in Australia, from June 18, 2021, to December 2, 2022. Eligible adults had a PEN-FAST score lower than 3. PEN-FAST is a prospectively derived and internationally validated clinical decision rule that enables point-of-care risk assessment for adults reporting penicillin allergies.Interventions:Patients were randomly assigned to either direct oral challenge with penicillin (intervention arm) or a standard-of-care arm of penicillin skin testing followed by oral challenge with penicillin (control arm).Main outcome and measure:The primary outcome was a physician-verified positive immune-mediated oral penicillin challenge within 1 hour postintervention in the intention-to-treat population. Noninferiority was achieved if a 1-sided 95% CI of the risk difference (RD) did not exceed 5 percentage points (pp).Results:A total of 382 adults were randomized, with 377 patients (median [IQR] age, 51 [35-65] years; 247 [65.5%] female) included in the analysis: 187 in the intervention group and 190 in the control group. Most patients had a PEN-FAST score of 0 or 1. The primary outcome occurred in 1 patient (0.5%) in the intervention group and 1 patient (0.5%) in the control group, with an RD of 0.0084 pp (90% CI, -1.22 to 1.24 pp). The 1-sided 95% CI was below the noninferiority margin of 5 pp. In the 5 days following the oral penicillin challenge, 9 immune-mediated adverse events were recorded in the intervention group and 10 in the control group (RD, -0.45 pp; 95% CI, -4.87 to 3.96 pp). No serious adverse events occurred.Conclusions and relevance:In this randomized clinical trial, direct oral penicillin challenge in patients with a low-risk penicillin allergy was noninferior compared with standard-of-care skin testing followed by oral challenge. In patients with a low-risk history, direct oral penicillin challenge is a safe procedure to facilitate the removal of a penicillin allergy label.Trial registration:ClinicalTrials.gov Identifier:NCT04454229.",2025-07-17 14:41:46
A0002,"Background:Among infants with isolated cleft palate, whether primary surgery at 6 months of age is more beneficial than surgery at 12 months of age with respect to speech outcomes, hearing outcomes, dentofacial development, and safety is unknown.Methods:We randomly assigned infants with nonsyndromic isolated cleft palate, in a 1:1 ratio, to undergo standardized primary surgery at 6 months of age (6-month group) or at 12 months of age (12-month group) for closure of the cleft. Standardized assessments of quality-checked video and audio recordings at 1, 3, and 5 years of age were performed independently by speech and language therapists who were unaware of the trial-group assignments. The primary outcome was velopharyngeal insufficiency at 5 years of age, defined as a velopharyngeal composite summary score of at least 4 (scores range from 0 to 6, with higher scores indicating greater severity). Secondary outcomes included speech development, postoperative complications, hearing sensitivity, dentofacial development, and growth.Results:We randomly assigned 558 infants at 23 centers across Europe and South America to undergo surgery at 6 months of age (281 infants) or at 12 months of age (277 infants). Speech recordings from 235 infants (83.6%) in the 6-month group and 226 (81.6%) in the 12-month group were analyzable. Insufficient velopharyngeal function at 5 years of age was observed in 21 of 235 infants (8.9%) in the 6-month group as compared with 34 of 226 (15.0%) in the 12-month group (risk ratio, 0.59; 95% confidence interval, 0.36 to 0.99; P = 0.04). Postoperative complications were infrequent and similar in the 6-month and 12-month groups. Four serious adverse events were reported (three in the 6-month group and one in the 12-month group) and had resolved at follow-up.Conclusions:Medically fit infants who underwent primary surgery for isolated cleft palate in adequately resourced settings at 6 months of age were less likely to have velopharyngeal insufficiency at the age of 5 years than those who had surgery at 12 months of age. (Funded by the National Institute of Dental and Craniofacial Research; TOPS ClinicalTrials.gov number,NCT00993551.).",2025-07-17 14:41:47
A0003,"Background:Concizumab is an anti-tissue factor pathway inhibitor monoclonal antibody designed to achieve hemostasis in all hemophilia types, with subcutaneous administration. A previous trial of concizumab (explorer4) established proof of concept in patients with hemophilia A or B with inhibitors.Methods:We conducted the explorer7 trial to assess the safety and efficacy of concizumab in patients with hemophilia A or B with inhibitors. Patients were randomly assigned in a 1:2 ratio to receive no prophylaxis for at least 24 weeks (group 1) or concizumab prophylaxis for at least 32 weeks (group 2) or were nonrandomly assigned to receive concizumab prophylaxis for at least 24 weeks (groups 3 and 4). After a treatment pause due to nonfatal thromboembolic events in three patients receiving concizumab, including one from the explorer7 trial, concizumab therapy was restarted with a loading dose of 1.0 mg per kilogram of body weight, followed by 0.2 mg per kilogram daily (potentially adjusted on the basis of concizumab plasma concentration as measured at week 4). The primary end-point analysis compared treated spontaneous and traumatic bleeding episodes in group 1 and group 2. Safety, patient-reported outcomes, and pharmacokinetics and pharmacodynamics were also assessed.Results:Of 133 enrolled patients, 19 were randomly assigned to group 1 and 33 to group 2; the remaining 81 were assigned to groups 3 and 4. The estimated mean annualized bleeding rate in group 1 was 11.8 episodes (95% confidence interval [CI], 7.0 to 19.9), as compared with 1.7 episodes (95% CI, 1.0 to 2.9) in group 2 (rate ratio, 0.14 [95% CI, 0.07 to 0.29]; P<0.001). The overall median annualized bleeding rate for patients receiving concizumab (groups 2, 3, and 4) was 0 episodes. No thromboembolic events were reported after concizumab therapy was restarted. The plasma concentrations of concizumab remained stable over time.Conclusions:Among patients with hemophilia A or B with inhibitors, the annualized bleeding rate was lower with concizumab prophylaxis than with no prophylaxis. (Funded by Novo Nordisk; explorer7 ClinicalTrials.gov number,NCT04083781.).",2025-07-17 14:41:49
A0004,"Objective:To determine the effectiveness of an exercise and functional activity therapy intervention in adults with early dementia or mild cognitive impairment compared with usual care.Design:Randomised controlled trial.Setting:Participants' homes and communities at five sites in the United Kingdom.Participants:365 adults with early dementia or mild cognitive impairment who were living at home, and family members or carers.Intervention:The intervention, Promoting activity, Independence, and Stability in Early Dementia and mild cognitive impairment (PrAISED), was a specially designed, dementia specific, rehabilitation programme focusing on strength, balance, physical activity, and performance of activities of daily living, which was tailored and progressive and addressed risk and the psychological needs of people with dementia. Up to 50 therapy sessions were provided over 12 months. The control group received usual care plus a falls risk assessment. Procedures were adapted during the covid-19 pandemic.Main outcome measures:The primary outcome was score on the carer (informant) reported disability assessment for dementia scale 12 months after randomisation. Secondary outcomes were self-reported activities of daily living, physical activity, quality of life, balance, functional mobility, fear of falling, frailty, cognition, mood, carer strain, service use at 12 months, and falls between months 4 and 15.Results:365 patient participants were randomised, 183 to intervention and 182 to control. The median age of participants was 80 years (range 65-95), median Montreal cognitive assessment score was 20 out of 30 (range 13-26), and 58% (n=210) were men. Intervention participants received a median of 31 therapy sessions (interquartile range 22-40) and reported completing a mean 121 minutes of PrAISED exercise each week. Primary outcome data were available for 149 intervention and 141 control participants. Scores on the disability assessment for dementia scale did not differ between groups: adjusted mean difference -1.3, 95% confidence interval -5.2 to 2.6; Cohen's d effect size -0.06, 95% confidence interval -0.26 to 0.15; P=0.51). Upper 95% confidence intervals excluded small to moderate effects on any of the range of outcome measures. Between months 4 and 15 the intervention group experienced 79 falls and the control group 200 falls (adjusted incidence rate ratio 0.78, 95% confidence interval 0.5 to 1.3; P=0.3).Conclusion:The intensive PrAISED programme of exercise and functional activity training did not improve activities of daily living, physical activity, or quality of life; reduce falls; or improve any other secondary health status outcomes, despite good uptake. Future research should consider alternative approaches to maintaining ability and wellbeing in people with dementia.Trial registration:ISRCTN Registry ISRCTN15320670.",2025-07-17 14:41:51
A0005,"Objective:To determine the effects of salt reduction interventions designed for home cooks and family members.Design:Cluster randomised controlled trial.Setting:Six provinces in northern, central, and southern China from 15 October 2018 to 30 December 2019.Participants:60 communities from six provinces (10 communities from each province) were randomised; each community comprised 26 people (two people from each of 13 families).Interventions:Participants in the intervention group received 12 month interventions, including supportive environment building for salt reduction, six education sessions on salt reduction, and salt intake monitoring by seven day weighed record of salt and salty condiments. The control group did not receive any of the interventions.Main outcome measure:Difference between the two groups in change in salt intake measured by 24 hour urinary sodium during the 12 month follow-up.Results:1576 participants (775 (49.2%) men; mean age 55.8 (standard deviation 10.8) years) from 788 families (one home cook and one other adult in each family) completed the baseline assessment. After baseline assessment, 30 communities with 786 participants were allocated to the intervention group and 30 communities with 790 participants to the control group. During the trial, 157 (10%) participants were lost to follow-up, and the remaining 706 participants in the intervention group and 713 participants in the control group completed the follow-up assessment. During the 12 month follow-up, the urinary sodium excretion decreased from 4368.7 (standard deviation 1880.3) mg per 24 hours to 3977.0 (1688.8) mg per 24 hours in the intervention group and from 4418.7 (1973.7) mg per 24 hours to 4330.9 (1859.8) mg per 24 hours in the control group. Compared with the control group, adjusted mixed linear model analysis showed that the 24 hour urinary sodium excretion in the intervention group was reduced by 336.8 (95% confidence interval 127.9 to 545.7) mg per 24 hours (P=0.002); the systolic and diastolic blood pressures were reduced by 2.0 (0.4 to 3.5) (P=0.01) and 1.1 (0.1 to 2.0) mm Hg (P=0.03), respectively; and the knowledge, attitude, and behaviours in the intervention group improved significantly.Conclusions:The community based salt reduction package targeting home cooks and family members was effective in lowering salt intake and blood pressure. This intervention has the potential to be widely applied in China and other countries where home cooking remains a major source of salt intake.Trial registration:Chinese Clinical Trial Registry ChiCTR1800016804.",2025-07-17 14:41:52
A0006,"Importance:Whether protein risk scores derived from a single plasma sample could be useful for risk assessment for atherosclerotic cardiovascular disease (ASCVD), in conjunction with clinical risk factors and polygenic risk scores, is uncertain.Objective:To develop protein risk scores for ASCVD risk prediction and compare them to clinical risk factors and polygenic risk scores in primary and secondary event populations.Design, setting, and participants:The primary analysis was a retrospective study of primary events among 13 540 individuals in Iceland (aged 40-75 years) with proteomics data and no history of major ASCVD events at recruitment (study duration, August 23, 2000 until October 26, 2006; follow-up through 2018). We also analyzed a secondary event population from a randomized, double-blind lipid-lowering clinical trial (2013-2016), consisting of individuals with stable ASCVD receiving statin therapy and for whom proteomic data were available for 6791 individuals.Exposures:Protein risk scores (based on 4963 plasma protein levels and developed in a training set in the primary event population); polygenic risk scores for coronary artery disease and stroke; and clinical risk factors that included age, sex, statin use, hypertension treatment, type 2 diabetes, body mass index, and smoking status at the time of plasma sampling.Main outcomes and measures:Outcomes were composites of myocardial infarction, stroke, and coronary heart disease death or cardiovascular death. Performance was evaluated using Cox survival models and measures of discrimination and reclassification that accounted for the competing risk of non-ASCVD death.Results:In the primary event population test set (4018 individuals [59.0% women]; 465 events; median follow-up, 15.8 years), the protein risk score had a hazard ratio (HR) of 1.93 per SD (95% CI, 1.75 to 2.13). Addition of protein risk score and polygenic risk scores significantly increased the C index when added to a clinical risk factor model (C index change, 0.022 [95% CI, 0.007 to 0.038]). Addition of the protein risk score alone to a clinical risk factor model also led to a significantly increased C index (difference, 0.014 [95% CI, 0.002 to 0.028]). Among White individuals in the secondary event population (6307 participants; 432 events; median follow-up, 2.2 years), the protein risk score had an HR of 1.62 per SD (95% CI, 1.48 to 1.79) and significantly increased C index when added to a clinical risk factor model (C index change, 0.026 [95% CI, 0.011 to 0.042]). The protein risk score was significantly associated with major adverse cardiovascular events among individuals of African and Asian ancestries in the secondary event population.Conclusions and relevance:A protein risk score was significantly associated with ASCVD events in primary and secondary event populations. When added to clinical risk factors, the protein risk score and polygenic risk score both provided statistically significant but modest improvement in discrimination.",2025-07-17 14:41:55
A0007,"Importance:Prior trials of extracranial-intracranial (EC-IC) bypass surgery showed no benefit for stroke prevention in patients with atherosclerotic occlusion of the internal carotid artery (ICA) or middle cerebral artery (MCA), but there have been subsequent improvements in surgical techniques and patient selection.Objective:To evaluate EC-IC bypass surgery in symptomatic patients with atherosclerotic occlusion of the ICA or MCA, using refined patient and operator selection.Design, setting, and participants:This was a randomized, open-label, outcome assessor-blinded trial conducted at 13 centers in China. A total of 324 patients with ICA or MCA occlusion with transient ischemic attack or nondisabling ischemic stroke attributed to hemodynamic insufficiency based on computed tomography perfusion imaging were recruited between June 2013 and March 2018 (final follow-up: March 18, 2020).Interventions:EC-IC bypass surgery plus medical therapy (surgical group; n = 161) or medical therapy alone (medical group; n = 163). Medical therapy included antiplatelet therapy and stroke risk factor control.Main outcomes and measures:The primary outcome was a composite of stroke or death within 30 days or ipsilateral ischemic stroke beyond 30 days through 2 years after randomization. There were 9 secondary outcomes, including any stroke or death within 2 years and fatal stroke within 2 years.Results:Among 330 patients who were enrolled, 324 patients were confirmed eligible (median age, 52.7 years; 257 men [79.3%]) and 309 (95.4%) completed the trial. For the surgical group vs medical group, no significant difference was found for the composite primary outcome (8.6% [13/151] vs 12.3% [19/155]; incidence difference, -3.6% [95% CI, -10.1% to 2.9%]; hazard ratio [HR], 0.71 [95% CI, 0.33-1.54]; P = .39). The 30-day risk of stroke or death was 6.2% (10/161) in the surgical group and 1.8% (3/163) in the medical group, and the risk of ipsilateral ischemic stroke beyond 30 days through 2 years was 2.0% (3/151) and 10.3% (16/155), respectively. Of the 9 prespecified secondary end points, none showed a significant difference including any stroke or death within 2 years (9.9% [15/152] vs 15.3% [24/157]; incidence difference, -5.4% [95% CI, -12.5% to 1.7%]; HR, 0.69 [95% CI, 0.34-1.39]; P = .30) and fatal stroke within 2 years (2.0% [3/150] vs 0% [0/153]; incidence difference, 1.9% [95% CI, -0.2% to 4.0%]; P = .08).Conclusions and relevance:Among patients with symptomatic ICA or MCA occlusion and hemodynamic insufficiency, the addition of bypass surgery to medical therapy did not significantly change the risk of the composite outcome of stroke or death within 30 days or ipsilateral ischemic stroke beyond 30 days through 2 years.Trial registration:ClinicalTrials.gov Identifier:NCT01758614.",2025-07-17 14:41:56
A0008,"Importance:Surgical repairs of apical/uterovaginal prolapse are commonly performed using native tissue pelvic ligaments as the point of attachment for the vaginal cuff after a hysterectomy. Clinicians may recommend vaginal estrogen in an effort to reduce prolapse recurrence, but the effects of intravaginal estrogen on surgical prolapse management are uncertain.Objective:To compare the efficacy of perioperative vaginal estrogen vs placebo cream on prolapse recurrence following native tissue surgical prolapse repair.Design, setting, and participants:This randomized superiority clinical trial was conducted at 3 tertiary US clinical sites (Texas, Alabama, Rhode Island). Postmenopausal women (N = 206) with bothersome anterior and apical vaginal prolapse interested in surgical repair were enrolled in urogynecology clinics between December 2016 and February 2020.Interventions:The intervention was 1 g of conjugated estrogen cream (0.625 mg/g) or placebo, inserted vaginally nightly for 2 weeks and then twice weekly to complete at least 5 weeks of application preoperatively; this continued twice weekly for 12 months postoperatively. Participants underwent a vaginal hysterectomy (if uterus present) and standardized apical fixation (either uterosacral or sacrospinous ligament fixation).Main outcomes and measures:The primary outcome was time to failure of prolapse repair by 12 months after surgery defined by at least 1 of the following 3 outcomes: anatomical/objective prolapse of the anterior or posterior walls beyond the hymen or the apex descending more than one-third of the vaginal length, subjective vaginal bulge symptoms, or repeated prolapse treatment. Secondary outcomes included measures of urinary and sexual function, symptoms and signs of urogenital atrophy, and adverse events.Results:Of 206 postmenopausal women, 199 were randomized and 186 underwent surgery. The mean (SD) age of participants was 65 (6.7) years. The primary outcome was not significantly different for women receiving vaginal estrogen vs placebo through 12 months: 12-month failure incidence of 19% (n = 20) for vaginal estrogen vs 9% (n = 10) for placebo (adjusted hazard ratio, 1.97 [95% CI, 0.92-4.22]), with the anatomic recurrence component being most common, rather than vaginal bulge symptoms or prolapse repeated treatment. Masked surgeon assessment of vaginal tissue quality and estrogenization was significantly better in the vaginal estrogen group at the time of the operation. In the subset of participants with at least moderately bothersome vaginal atrophy symptoms at baseline (n = 109), the vaginal atrophy score for most bothersome symptom was significantly better at 12 months with vaginal estrogen.Conclusions and relevance:Adjunctive perioperative vaginal estrogen application did not improve surgical success rates after native tissue transvaginal prolapse repair.Trial registration:ClinicalTrials.gov Identifier:NCT02431897.",2025-07-17 14:41:58
A0009,"Importance:Intravenous magnesium sulfate administered to pregnant individuals before birth at less than 30 weeks' gestation reduces the risk of death and cerebral palsy in their children. The effects at later gestational ages are unclear.Objective:To determine whether administration of magnesium sulfate at 30 to 34 weeks' gestation reduces death or cerebral palsy at 2 years.Design, setting, and participants:This randomized clinical trial enrolled pregnant individuals expected to deliver at 30 to 34 weeks' gestation and was conducted at 24 Australian and New Zealand hospitals between January 2012 and April 2018.Intervention:Intravenous magnesium sulfate (4 g) was compared with placebo.Main outcomes and measures:The primary outcome was death (stillbirth, death of a live-born infant before hospital discharge, or death after hospital discharge before 2 years' corrected age) or cerebral palsy (loss of motor function and abnormalities of muscle tone and power assessed by a pediatrician) at 2 years' corrected age. There were 36 secondary outcomes that assessed the health of the pregnant individual, infant, and child.Results:Of the 1433 pregnant individuals enrolled (mean age, 30.6 [SD, 6.6] years; 46 [3.2%] self-identified as Aboriginal or Torres Strait Islander, 237 [16.5%] as Asian, 82 [5.7%] as Māori, 61 [4.3%] as Pacific, and 966 [67.4%] as White) and their 1679 infants, 1365 (81%) offspring (691 in the magnesium group and 674 in the placebo group) were included in the primary outcome analysis. Death or cerebral palsy at 2 years' corrected age was not significantly different between the magnesium and placebo groups (3.3% [23 of 691 children] vs 2.7% [18 of 674 children], respectively; risk difference, 0.61% [95% CI, -1.27% to 2.50%]; adjusted relative risk [RR], 1.19 [95% CI, 0.65 to 2.18]). Components of the primary outcome did not differ between groups. Neonates in the magnesium group were less likely to have respiratory distress syndrome vs the placebo group (34% [294 of 858] vs 41% [334 of 821], respectively; adjusted RR, 0.85 [95% CI, 0.76 to 0.95]) and chronic lung disease (5.6% [48 of 858] vs 8.2% [67 of 821]; adjusted RR, 0.69 [95% CI, 0.48 to 0.99]) during the birth hospitalization. No serious adverse events occurred; however, adverse events were more likely in pregnant individuals who received magnesium vs placebo (77% [531 of 690] vs 20% [136 of 667], respectively; adjusted RR, 3.76 [95% CI, 3.22 to 4.39]). Fewer pregnant individuals in the magnesium group had a cesarean delivery vs the placebo group (56% [406 of 729] vs 61% [427 of 704], respectively; adjusted RR, 0.91 [95% CI, 0.84 to 0.99]), although more in the magnesium group had a major postpartum hemorrhage (3.4% [25 of 729] vs 1.7% [12 of 704] in the placebo group; adjusted RR, 1.98 [95% CI, 1.01 to 3.91]).Conclusions and relevance:Administration of intravenous magnesium sulfate prior to preterm birth at 30 to 34 weeks' gestation did not improve child survival free of cerebral palsy at 2 years, although the study had limited power to detect small between-group differences.Trial registration:anzctr.org.au Identifier: ACTRN12611000491965.",2025-07-17 14:41:59
A0010,"Importance:In many countries, sacrospinous hysteropexy is the most commonly practiced uterus-preserving technique in women undergoing a first operation for pelvic organ prolapse. However, there are no direct comparisons of outcomes after sacrospinous hysteropexy vs an older technique, the Manchester procedure.Objective:To compare success of sacrospinous hysteropexy vs the Manchester procedure for the surgical treatment of uterine descent.Design, setting, and participants:Multicenter, noninferiority randomized clinical trial conducted in 26 hospitals in the Netherlands among 434 adult patients undergoing a first surgical treatment for uterine descent that did not protrude beyond the hymen.Interventions:Participants were randomly assigned to undergo sacrospinous hysteropexy (n = 217) or Manchester procedure (n = 217).Main outcomes and measures:The primary outcome was a composite outcome of success, defined as absence of pelvic organ prolapse beyond the hymen in any compartment evaluated by a standardized vaginal support quantification system, absence of bothersome bulge symptoms, and absence of prolapse retreatment (pessary or surgery) within 2 years after the operation. The predefined noninferiority margin was 9%. Secondary outcomes were anatomical and patient-reported outcomes, perioperative parameters, and surgery-related complications.Results:Among 393 participants included in the as-randomized analysis (mean age, 61.7 years [SD, 9.1 years]), 151 of 196 (77.0%) in the sacrospinous hysteropexy group and 172 of 197 (87.3%) in the Manchester procedure group achieved the composite outcome of success. Sacrospinous hysteropexy did not meet the noninferiority criterion of -9% for the lower limit of the CI (risk difference, -10.3%; 95% CI, -17.8% to -2.8%; P = .63 for noninferiority). At 2-year follow-up, perioperative outcomes and patient-reported outcomes did not differ between the 2 groups.Conclusions:Based on the composite outcome of surgical success 2 years after primary uterus-sparing pelvic organ prolapse surgery for uterine descent, these results support a finding that sacrospinous hysteropexy is inferior to the Manchester procedure.Trial registration:TrialRegister.nl Identifier: NTR 6978.",2025-07-17 14:42:01
